#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-12-18T13:27:50 [V7.4.3]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-12-18T13:27:51	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=9999&-source=J/ApJ/890/46/table2&-order=I&-out=TIC&-out=DatePk&-out=FluxPk&-out=Energy&-out=Duration&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.3	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_18900046
#Name: J/ApJ/890/46
#Title: Superflares on solar-type stars from TESS first year (Tu+, 2020)
#INFO	ivoid=ivo://cds.vizier/j/apj/890/46	    IVOID of underlying data collection
#INFO	creator=Tu Z.-L.	    First author or institution
#INFO	cites=bibcode:2020ApJ...890...46T	    Article or Data origin sources
#INFO	editor=Astrophysical Journal (AAS)	    Editor name (article)
#INFO	original_date=2020	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/890/46	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.18900046	    Dataset identifier that can be used for citation
#INFO	publication_date=2021-09-29	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJ_890_46_table2:
#Name: J/ApJ/890/46/table2
#Title: Superflares
#Column	TIC	(I9)	[737327/468899939] TESS identifier	[ucd=meta.id;meta.main]
#Column	DatePk	(F9.4)	[1325.58/1681.99] Date of superflares' peak	[ucd=time.epoch]
#Column	FluxPk	(E8.1)	[1.29e+31/7.9e+33] Peak Flux (1)	[ucd=phot.flux.density;em.opt]
#Column	Energy	(E8.1)	[4.75e+33/1.8e+37] Superflare energy	[ucd=phys.energy]
#Column	Duration	(F8.2)	[480/15960] Superflare duration	[ucd=time.duration]
TIC	DatePk	FluxPk	Energy	Duration
360709162	1558.9850	 7.6e+31	 1.7e+35	 3840.07
360709162	1577.0880	 1.1e+32	 1.6e+35	 2760.02
383134735	1546.5311	 1.5e+32	 1.7e+35	 2760.03
383134735	1551.1700	 8.5e+31	 6.0e+34	 1560.01
383134735	1566.5020	 1.3e+32	 3.6e+35	 5759.97
383134735	1573.5936	 2.3e+32	 3.0e+35	 3359.98
383134735	1593.3642	 6.6e+31	 6.4e+34	 1679.96
307365291	1552.9233	 4.7e+31	 7.4e+34	 2400.02
340061403	1567.2733	 5.7e+31	 3.0e+34	 1079.98
282051790	1584.9220	 3.0e+31	 1.1e+34	  600.01
282051790	1617.5375	 2.2e+32	 2.6e+35	 3720.00
282051790	1635.8944	 3.9e+31	 5.2e+34	 2279.98
307286219	1579.8915	 1.9e+32	 1.4e+35	 1440.00
453684455	1586.9337	 3.4e+31	 6.5e+34	 4200.08
453684455	1580.3003	 7.3e+31	 6.5e+34	 2760.06
405077613	1619.3653	 5.7e+31	 8.8e+34	 3720.06
405077613	1681.5097	 3.2e+31	 4.9e+34	 3959.93
317297606	1636.0420	 8.9e+31	 1.0e+35	 2880.02
287776825	1646.9358	 5.6e+31	 1.7e+34	  599.99
453678369	1635.6296	 7.2e+31	 6.8e+34	 1559.98
453678369	1638.7546	 7.9e+31	 5.8e+34	 1439.98
269958752	1577.2883	 7.1e+31	 5.0e+34	 1320.01
261236136	1341.4996	 5.3e+31	 1.5e+35	 5999.89
261236136	1345.5912	 8.1e+31	 7.8e+34	 3839.92
261236136	1601.6854	 3.9e+31	 4.3e+34	 3480.08
261236136	1629.1942	 8.1e+31	 1.2e+35	 4560.06
261236136	1646.6832	 8.2e+31	 1.2e+35	 4080.02
261236136	1658.6208	 1.2e+32	 2.8e+35	 5760.00
261236136	1669.7541	 9.8e+31	 2.2e+35	 5519.97
261236136	1669.8707	 6.1e+31	 1.0e+35	 4679.97
309714906	1335.8462	 6.8e+31	 3.3e+34	 1199.97
309714906	1575.2680	 5.8e+31	 8.5e+34	 3120.00
309714906	1585.2860	 7.4e+31	 1.5e+35	 3719.98
309714906	1593.0998	 9.9e+31	 9.0e+34	 3479.96
309714906	1601.1400	 1.2e+32	 1.2e+35	 2279.97
255640745	1484.0292	 3.3e+31	 3.3e+34	 1440.01
294157702	1536.8790	 5.8e+31	 7.2e+34	 2399.98
355235442	1540.6611	 6.6e+31	 4.1e+34	 1440.02
355235442	1557.8710	 7.3e+31	 6.1e+34	 1800.01
355235442	1579.7877	 6.0e+31	 4.9e+34	 2159.99
355235442	1587.3209	 5.5e+31	 7.0e+34	 2399.98
355235442	1570.9988	 3.1e+32	 7.0e+35	 5880.00
355235442	1573.6099	 7.9e+31	 7.6e+34	 2040.00
355235442	1623.5856	 8.9e+31	 1.4e+35	 3959.89
382527709	1554.7774	 2.4e+32	 2.9e+35	 2399.99
382527709	1568.0149	 2.7e+32	 4.2e+35	 2519.98
382527709	1586.6662	 1.4e+32	 2.2e+35	 2399.98
382527709	1600.8480	 2.7e+32	 5.0e+35	 3359.96
382527709	1669.2938	 5.5e+32	 7.1e+35	 2519.95
270677813	1326.6586	 7.9e+31	 7.4e+34	 1800.03
270677813	1429.6329	 5.7e+31	 8.5e+34	 3000.05
270677813	1429.9399	 1.3e+32	 3.0e+35	 4920.08
270677813	1452.9207	 3.7e+31	 2.7e+34	 1080.01
270677813	1447.9290	 5.0e+31	 1.2e+35	 4200.03
270677813	1511.3273	 6.8e+32	 1.3e+36	 6119.90
219389540	1398.1634	 4.8e+31	 3.8e+34	 1320.03
219389540	1400.8135	 4.3e+31	 3.9e+34	 1440.03
219389540	1414.0790	 6.4e+31	 8.6e+34	 2400.03
219389540	1423.4582	 6.5e+31	 5.1e+34	 1200.01
219389540	1441.9513	 1.1e+32	 9.6e+34	 1680.00
219389540	1446.1819	 7.3e+31	 4.8e+34	 1200.00
219389540	1471.1081	 1.6e+32	 2.1e+35	 2879.97
219389540	1473.8956	 4.2e+31	 3.8e+34	 1439.98
219389540	1488.4523	 4.7e+31	 6.5e+34	 1799.96
219389540	1578.3321	 5.2e+31	 3.1e+34	  959.98
219389540	1675.5933	 8.0e+31	 5.3e+34	 1200.02
339668420	1387.3975	 1.1e+32	 2.4e+35	 5040.08
339668420	1401.5616	 2.4e+31	 9.7e+34	 6720.13
339668420	1484.5994	 4.7e+31	 2.7e+35	10560.18
339668420	1502.4107	 7.0e+31	 3.6e+35	11640.08
339668420	1552.5413	 1.0e+32	 2.5e+35	 4919.95
339668420	1546.3886	 6.5e+31	 8.3e+34	 3239.98
339668420	1565.8009	 1.0e+32	 1.4e+35	 3839.94
339668420	1574.6910	 2.5e+31	 5.6e+34	 3359.95
339668420	1578.6285	 4.3e+31	 1.9e+34	  839.98
339668420	1658.0615	 4.7e+31	 5.3e+34	 2159.96
339668420	1671.0155	 3.9e+31	 2.3e+34	 1079.99
339668420	1666.4155	 5.6e+31	 2.8e+35	 9719.81
167123841	1524.4681	 7.9e+31	 8.2e+34	 2520.01
167123841	1557.8931	 3.2e+32	 3.7e+35	 4680.01
167123841	1615.0750	 2.6e+32	 5.2e+35	 5759.99
167123841	1603.1389	 1.3e+32	 1.9e+35	 4439.99
167123841	1612.5694	 4.5e+31	 5.2e+34	 1920.00
167123841	1660.8442	 1.2e+32	 1.4e+35	 2879.99
307642432	1613.6455	 6.4e+31	 4.0e+34	 1199.99
269855929	1341.0011	 2.8e+31	 1.5e+34	  839.99
269855929	1335.4136	 2.6e+31	 3.0e+34	 1919.97
269855929	1454.8404	 4.0e+31	 1.5e+34	  719.99
269855929	1456.0946	 2.6e+31	 3.6e+34	 2039.97
269855929	1519.8764	 7.5e+31	 3.3e+34	 1440.02
269855929	1671.5942	 7.9e+31	 2.2e+35	 4680.00
269855929	1655.1080	 3.5e+31	 2.6e+34	 1200.01
269855929	1662.1456	 2.9e+31	 1.9e+34	 1080.00
382575703	1330.8975	 5.1e+31	 3.8e+34	 1559.98
382575703	1426.9171	 1.1e+32	 1.7e+35	 3360.07
382575703	1421.7198	 6.2e+31	 3.5e+34	 1200.02
382575703	1498.3617	 1.2e+32	 1.2e+35	 2520.05
382575703	1558.9623	 2.1e+31	 4.6e+34	 3000.00
382575703	1579.0816	 4.5e+31	 3.5e+34	 1439.98
382575703	1617.3254	 5.3e+31	 1.2e+35	 4439.91
382575967	1327.2017	 2.8e+32	 4.6e+35	 4679.93
382575967	1332.1322	 6.8e+31	 1.5e+35	 4199.95
382575967	1336.0794	 6.2e+31	 1.2e+35	 3359.94
382575967	1339.9779	 2.1e+32	 2.0e+35	 3479.96
382575967	1345.1251	 9.0e+31	 2.6e+35	 5279.95
382575967	1345.2223	 7.0e+31	 1.4e+35	 3359.97
382575967	1350.7389	 1.1e+32	 1.3e+35	 2399.98
382575967	1343.2279	 5.2e+31	 7.4e+34	 2519.98
382575967	1347.0209	 8.3e+31	 1.8e+35	 3959.96
382575967	1427.5255	 1.8e+32	 2.0e+35	 3480.07
382575967	1431.1200	 8.5e+31	 4.8e+34	 1440.03
382575967	1497.1909	 6.7e+31	 7.7e+34	 1920.04
382575967	1500.5951	 1.3e+32	 2.4e+35	 5160.09
382575967	1500.6743	 1.7e+32	 2.0e+35	 3000.05
382575967	1507.3466	 4.5e+31	 1.3e+35	 4080.08
382575967	1507.4814	 9.6e+31	 7.6e+34	 1680.03
382575967	1512.1689	 1.5e+32	 3.5e+35	 4920.08
382575967	1494.4867	 4.5e+31	 4.5e+34	 1800.04
382575967	1512.1703	 1.7e+32	 4.9e+35	 7680.12
382575967	1497.1923	 8.0e+31	 1.1e+35	 2400.05
382575967	1517.5412	 8.2e+31	 4.3e+34	 1200.02
382575967	1525.6705	 4.5e+31	 8.9e+34	 3600.04
382575967	1526.4191	 4.2e+31	 4.9e+34	 2280.02
382575967	1537.2748	 4.9e+31	 3.1e+34	 1200.01
382575967	1537.4609	 5.2e+31	 4.6e+34	 1680.01
382575967	1538.5539	 3.6e+31	 3.1e+34	 1440.01
382575967	1541.8970	 6.8e+31	 7.1e+34	 2040.00
382575967	1548.5373	 6.1e+31	 8.8e+34	 2880.01
382575967	1559.1706	 6.3e+31	 3.8e+34	 1080.00
382575967	1564.2706	 1.6e+32	 2.5e+35	 3839.98
382575967	1561.9817	 4.7e+31	 2.4e+34	  960.00
382575967	1589.7454	 8.3e+31	 1.0e+35	 3119.96
382575967	1575.0025	 1.3e+32	 2.1e+35	 3839.97
382575967	1581.1885	 1.6e+32	 3.5e+35	 4679.93
382575967	1599.2466	 1.6e+32	 1.4e+35	 2399.96
382575967	1604.7062	 1.2e+32	 1.3e+35	 2039.96
382575967	1605.6520	 9.6e+31	 1.3e+35	 2639.95
382575967	1619.0240	 1.2e+32	 8.4e+34	 2039.96
382575967	1608.1395	 6.1e+31	 4.7e+34	 1439.97
382575967	1608.2895	 7.3e+31	 7.9e+34	 3119.93
307490251	1374.5489	 4.3e+31	 3.8e+34	 1559.98
307490251	1553.5814	 5.4e+31	 6.0e+34	 2400.03
307490251	1567.2371	 7.8e+31	 1.8e+35	 3960.04
219212899	1460.0692	 3.9e+31	 1.8e+34	  960.01
219212899	1476.1026	 4.0e+31	 1.4e+35	 5280.00
219212899	1512.1524	 4.0e+31	 2.5e+34	 1199.99
219212899	1525.4439	 2.7e+31	 2.6e+34	 1559.97
219212899	1603.6450	 7.6e+31	 6.9e+34	 1679.97
219212899	1617.2864	 5.5e+31	 3.7e+34	 1439.98
219212899	1622.1696	 3.3e+31	 1.1e+34	  719.99
219212899	1622.6155	 5.3e+31	 2.0e+34	  719.99
219212899	1622.8057	 4.5e+31	 2.5e+34	  959.98
382303398	1656.4028	 9.9e+31	 6.7e+34	 1200.01
270627580	1342.8464	 1.1e+32	 1.4e+35	 2280.05
270627580	1412.5131	 1.4e+32	 1.6e+35	 2400.05
270627580	1425.2009	 1.5e+32	 1.4e+35	 2400.04
270627580	1454.0387	 5.5e+31	 6.7e+34	 1920.01
293970254	1359.1806	 1.6e+31	 7.9e+33	  960.01
150106601	1571.1915	 5.7e+31	 4.1e+34	 1199.99
260268898	1429.3922	 4.2e+31	 4.1e+34	 1800.03
260268898	1429.7325	 5.8e+31	 4.8e+34	 1680.03
260268898	1470.3483	 4.6e+31	 3.1e+34	 1200.01
260268898	1481.8997	 3.2e+31	 6.4e+34	 2880.01
260268898	1501.7038	 7.2e+31	 8.0e+34	 3359.97
260268898	1522.6647	 7.4e+31	 6.9e+34	 2279.97
260268898	1537.1562	 3.3e+31	 7.0e+34	 2879.95
260268898	1598.6618	 8.9e+31	 1.3e+35	 2999.95
279572957	1430.2624	 2.3e+32	 3.0e+35	 3240.07
279572957	1414.9426	 1.2e+32	 1.8e+35	 2640.06
279572957	1435.4514	 7.4e+31	 6.7e+34	 1680.03
279572957	1442.9585	 8.3e+31	 7.4e+34	 1560.03
279572957	1461.7963	 3.4e+32	 3.6e+35	 2520.04
279572957	1481.9064	 1.1e+32	 9.4e+34	 1320.02
279572957	1483.2369	 7.1e+31	 4.3e+34	  840.01
279572957	1489.3037	 1.2e+32	 5.6e+34	  960.01
279572957	1519.2135	 7.0e+31	 4.0e+34	  960.00
279572957	1524.4844	 5.6e+31	 3.9e+34	 1080.00
279572957	1558.2966	 2.5e+32	 4.1e+35	 3959.96
279572957	1576.9172	 1.3e+32	 9.2e+34	 1679.97
279572957	1591.3419	 7.5e+31	 4.7e+34	 1079.98
279572957	1647.4227	 1.2e+32	 1.3e+35	 2039.97
279572957	1633.6174	 7.0e+31	 1.3e+35	 2639.95
279572957	1672.8279	 8.6e+31	 4.8e+34	  959.99
260164371	1459.2605	 2.2e+32	 3.2e+35	 4320.03
260164371	1497.5370	 1.2e+32	 2.6e+35	 3599.98
260164371	1507.2772	 1.9e+32	 5.2e+35	 5759.97
260164371	1502.5897	 7.9e+31	 9.2e+34	 2759.97
260164371	1641.4586	 9.9e+31	 1.3e+35	 2159.99
231810586	1469.9873	 2.7e+31	 1.5e+34	 1080.00
149573659	1579.8981	 5.8e+31	 4.9e+34	 1439.99
149126806	1461.4462	 8.3e+31	 1.1e+35	 2519.98
149539114	1389.9571	 8.1e+31	 1.2e+35	 3000.03
149539114	1398.8586	 4.8e+31	 5.6e+34	 2280.03
149539114	1403.2906	 8.1e+31	 1.3e+35	 3480.03
149539114	1389.3752	 1.3e+32	 2.0e+35	 3840.04
149539114	1396.9877	 1.3e+32	 1.7e+35	 3240.04
149539114	1441.0339	 3.2e+32	 6.1e+35	 4800.02
149539114	1460.1894	 5.5e+31	 7.2e+34	 2040.00
149539114	1463.3964	 3.8e+32	 3.4e+35	 3359.98
149539114	1481.0588	 9.5e+31	 8.2e+34	 1799.99
149539114	1488.0130	 1.2e+32	 3.2e+35	 5639.96
149539114	1492.4504	 1.1e+32	 1.3e+35	 2279.99
149539114	1494.5907	 4.9e+31	 7.4e+34	 2879.98
149539114	1501.8823	 5.3e+31	 7.5e+34	 2279.98
149539114	1559.8816	 1.4e+32	 3.5e+35	 4079.96
149539114	1568.2371	 1.0e+32	 8.2e+34	 2159.97
149539114	1563.8830	 9.4e+31	 1.5e+35	 3839.96
149539114	1565.5163	 6.7e+31	 3.8e+34	 1199.99
149539114	1588.3480	 1.4e+32	 4.3e+35	 5039.96
149539114	1608.1381	 2.3e+32	 3.6e+35	 3959.97
149539114	1666.3714	 1.8e+32	 1.7e+35	 2760.01
149539114	1677.2645	 1.4e+32	 7.8e+34	 1440.01
149539114	1663.8367	 4.8e+31	 3.7e+34	 1320.00
300741565	1424.9115	 1.8e+32	 1.8e+35	 1560.01
350341850	1456.1706	 5.7e+31	 4.0e+34	 1680.00
350341850	1601.2530	 6.1e+31	 3.7e+34	 1439.98
350341850	1674.8098	 5.5e+31	 2.4e+34	 1080.01
279615005	1578.6144	 6.1e+31	 5.7e+34	 1319.98
279615005	1626.0121	 1.1e+32	 1.3e+35	 2039.96
141945750	1326.5503	 4.4e+31	 1.5e+34	  719.99
141945750	1386.5872	 6.3e+31	 4.7e+34	 2159.98
141945750	1429.2605	 1.1e+32	 5.4e+34	 2039.99
141945750	1482.8410	 6.2e+31	 2.6e+34	 1200.01
349371337	1345.1823	 1.1e+32	 1.3e+35	 2039.99
294098955	1375.9364	 1.6e+32	 1.3e+35	 2040.02
294098955	1394.6477	 6.7e+31	 8.6e+34	 2280.03
294098955	1399.3756	 2.0e+32	 1.6e+35	 2280.04
294098955	1476.7159	 4.6e+31	 2.6e+34	  840.01
294098955	1666.1378	 6.7e+31	 1.4e+35	 3119.95
294098955	1663.8086	 1.4e+32	 1.4e+35	 2279.97
142144969	1399.4786	 3.2e+31	 2.7e+34	 1919.98
142144969	1561.6737	 2.1e+31	 1.8e+34	 1680.02
167524310	1403.2926	 7.1e+31	 9.0e+34	 2400.01
167524310	1487.1598	 1.2e+32	 5.3e+34	 1440.01
167524310	1655.2191	 1.4e+32	 1.5e+35	 2639.98
 38827910	1392.2662	 2.9e+31	 4.6e+34	 2880.01
 38827910	1493.0068	 6.3e+31	 9.8e+34	 2999.95
 38827910	1510.6440	 3.7e+31	 4.4e+34	 2279.96
 38827910	1549.0142	 5.0e+31	 5.5e+34	 2039.98
 38827910	1554.0739	 4.6e+31	 4.4e+34	 2279.97
 38827910	1615.6711	 3.8e+31	 2.2e+34	 1200.01
 38827910	1650.3035	 9.2e+31	 8.6e+34	 2760.04
 38827910	1632.3144	 2.6e+31	 3.0e+34	 2040.03
 38827910	1658.5689	 9.0e+31	 1.4e+35	 4320.08
 38827910	1666.9302	 4.0e+31	 2.4e+34	 1200.02
349309931	1457.3415	 1.2e+32	 1.2e+35	 2040.03
349309931	1565.1077	 6.7e+31	 4.2e+34	 1199.99
349309931	1620.5585	 6.0e+31	 5.4e+34	 1679.97
373844472	1468.3248	 5.1e+31	 3.7e+34	 1079.99
373844472	1487.5331	 8.5e+31	 1.1e+35	 2519.98
373844472	1513.9621	 6.8e+31	 3.4e+34	  840.00
142087340	1522.8634	 5.2e+31	 2.7e+34	 1200.02
350336617	1540.5041	 1.2e+32	 1.0e+35	 1439.97
167163906	1332.6182	 3.4e+31	 4.3e+34	 2279.99
167163906	1360.2138	 4.2e+31	 3.8e+34	 1559.99
167163906	1389.4163	 8.1e+31	 1.2e+35	 2879.98
167163906	1401.6996	 5.8e+31	 9.7e+34	 3239.98
167163906	1391.8746	 1.5e+32	 1.2e+35	 2759.98
167163906	1412.9731	 6.5e+31	 4.6e+34	 1439.99
167163906	1415.9134	 7.6e+31	 8.5e+34	 2639.99
167163906	1471.3661	 4.1e+31	 3.1e+34	 1200.00
167163906	1479.0175	 6.5e+31	 6.9e+34	 2280.01
167163906	1499.3939	 1.8e+32	 3.8e+35	 4200.03
167163906	1528.2414	 7.6e+31	 6.8e+34	 1680.01
167163906	1553.3499	 1.2e+32	 1.9e+35	 3600.03
167163906	1617.6378	 2.0e+32	 5.0e+35	 4800.01
167163906	1600.9183	 7.4e+31	 1.6e+35	 3480.02
167163906	1600.9211	 1.1e+32	 4.5e+35	 8400.05
167163906	1657.1558	 1.1e+32	 1.3e+35	 2039.99
167163906	1657.1864	 2.4e+32	 2.9e+35	 2639.99
167163906	1666.0058	 5.9e+31	 1.2e+35	 4319.97
176873028	1333.0460	 6.4e+31	 4.3e+34	 1919.98
350584820	1352.4023	 9.3e+31	 1.7e+35	 3840.05
350584820	1417.5353	 2.5e+32	 3.7e+35	 4440.06
350584820	1412.2005	 1.1e+32	 1.3e+35	 2400.04
350584820	1426.3326	 1.4e+32	 1.2e+35	 2040.03
350584820	1453.7037	 1.2e+32	 2.3e+35	 4440.02
350584820	1489.7300	 1.5e+32	 2.4e+35	 4199.95
350584820	1680.1447	 8.9e+31	 1.2e+35	 2880.02
404768019	1330.2877	 1.0e+32	 1.9e+35	 4680.01
404768019	1379.9279	 1.1e+32	 3.4e+35	 6239.96
404768019	1486.0788	 9.1e+31	 2.0e+35	 4439.99
404768019	1544.4676	 6.5e+31	 1.3e+35	 3840.02
404768019	1562.7205	 6.4e+31	 1.4e+35	 4320.02
404768019	1599.6512	 4.5e+31	 2.5e+34	 1080.01
404768019	1633.0972	 3.0e+31	 4.1e+34	 2400.01
404768019	1670.4181	 1.1e+32	 1.4e+35	 4560.01
348894229	1386.1283	 4.2e+31	 3.3e+34	 1200.01
309656200	1411.3254	 5.0e+31	 1.5e+34	  600.00
339633702	1435.7164	 4.3e+31	 4.1e+34	 1800.03
339633702	1471.7616	 1.3e+32	 8.4e+34	 2160.04
339633702	1562.5287	 9.3e+31	 4.9e+34	 1439.99
339633702	1606.3932	 6.1e+31	 5.8e+34	 1679.97
339633702	1618.5152	 7.1e+31	 7.2e+34	 1919.96
339633702	1633.1579	 5.8e+31	 5.9e+34	 1799.96
339633702	1655.7144	 7.4e+31	 7.1e+34	 1799.97
 25132694	1457.9038	 2.6e+31	 8.0e+33	  719.99
220457102	1460.2924	 1.4e+32	 1.8e+35	 2279.97
220457102	1508.8972	 6.7e+31	 5.7e+34	 1319.98
220457102	1520.2150	 2.0e+32	 3.2e+35	 3239.94
220457102	1590.8085	 8.5e+31	 1.1e+35	 1919.99
220435980	1489.2558	 5.2e+31	 8.2e+34	 2759.95
167247077	1508.3235	 9.1e+31	 6.5e+34	 2280.01
375033848	1538.4700	 6.6e+31	 2.9e+34	 1199.99
141425702	1555.3926	 9.3e+31	 1.5e+35	 3000.02
167164775	1561.5320	 9.9e+31	 1.6e+35	 3000.03
350298948	1550.3497	 4.6e+31	 3.3e+34	 1319.98
 25078924	1347.1274	 2.3e+32	 5.4e+35	 4800.04
 25078924	1552.5306	 1.5e+32	 1.9e+35	 2400.00
167574282	1328.0436	 6.2e+31	 1.6e+35	 4799.99
167574282	1350.8631	 3.5e+31	 6.2e+34	 3480.00
167574282	1368.7215	 1.9e+32	 3.6e+35	 4440.03
167574282	1390.5161	 1.2e+32	 1.7e+35	 3600.03
167574282	1400.0551	 1.6e+32	 1.8e+35	 3120.04
167574282	1430.6776	 3.8e+32	 5.4e+35	 4800.06
167574282	1476.1379	 2.4e+32	 3.8e+35	 4560.03
167574282	1498.6963	 8.3e+31	 1.3e+35	 3720.02
167574282	1505.7950	 7.6e+31	 1.2e+35	 3480.02
167574282	1513.0492	 4.4e+32	 6.1e+35	 4800.01
167574282	1541.8769	 3.9e+31	 4.8e+34	 2039.98
167574282	1546.0644	 3.8e+31	 1.9e+34	  720.00
167574282	1549.0783	 4.0e+31	 1.7e+34	  840.00
167574282	1592.5334	 4.5e+31	 3.2e+34	 1439.98
260162387	1349.4103	 7.5e+32	 1.1e+36	 4320.06
260162387	1326.3878	 1.3e+32	 1.4e+35	 1680.02
260162387	1328.7906	 1.7e+32	 2.1e+35	 2160.03
260162387	1356.1576	 9.8e+31	 1.0e+35	 1800.03
260162387	1376.8802	 7.5e+31	 6.4e+34	 1320.02
260162387	1356.5631	 2.9e+32	 5.6e+35	 3840.07
260162387	1363.4452	 5.8e+32	 1.4e+36	 5280.08
260162387	1371.5995	 1.7e+32	 2.4e+35	 2760.05
260162387	1417.2490	 6.1e+32	 1.0e+36	 4560.08
260162387	1444.4744	 3.5e+32	 4.2e+35	 3000.04
260162387	1499.0079	 1.2e+32	 1.1e+35	 1559.99
260162387	1518.9049	 1.6e+32	 3.0e+35	 3599.97
260162387	1527.7256	 1.2e+32	 2.1e+35	 2879.95
260162387	1592.3078	 8.8e+31	 7.4e+34	 1199.98
260162387	1594.9077	 1.3e+32	 4.6e+35	 4919.89
260162387	1618.2546	 4.6e+32	 1.2e+36	 5399.93
260162387	1662.2223	 1.9e+32	 3.2e+35	 2880.00
260162387	1681.2348	 3.9e+32	 7.7e+35	 3600.00
279570232	1330.3808	 1.5e+32	 2.0e+35	 2880.00
279570232	1338.2252	 7.8e+31	 8.3e+34	 1799.99
279570232	1441.3917	 2.0e+32	 3.5e+35	 4200.09
279570232	1442.3584	 5.9e+31	 4.4e+34	 1200.02
279570232	1511.5259	 4.0e+32	 1.1e+36	 5640.02
279570232	1578.5032	 6.7e+31	 6.4e+34	 1439.98
279570232	1602.7389	 3.8e+32	 1.0e+36	 4919.91
279570232	1601.9070	 1.2e+32	 2.4e+35	 3479.94
364588501	1327.4105	 5.5e+31	 4.0e+34	 1559.99
364588501	1329.9285	 7.2e+31	 8.1e+34	 2399.99
364588501	1335.6257	 9.4e+31	 1.2e+35	 2519.97
364588501	1354.2408	 7.8e+31	 1.3e+35	 3359.95
364588501	1362.4615	 8.0e+31	 5.9e+34	 1679.98
364588501	1388.1333	 4.1e+31	 2.5e+34	 1199.98
364588501	1388.7416	 5.7e+31	 3.6e+34	 1199.98
364588501	1391.3430	 6.1e+31	 1.1e+35	 3839.94
364588501	1399.6567	 3.1e+31	 1.8e+34	  959.99
364588501	1434.7020	 1.3e+32	 8.3e+34	 1799.98
364588501	1415.4828	 6.8e+31	 1.1e+35	 3119.96
364588501	1427.8938	 5.3e+31	 5.1e+34	 1559.98
364588501	1429.9271	 8.5e+31	 1.1e+35	 3359.96
364588501	1431.4243	 3.5e+31	 8.6e+34	 3839.95
364588501	1432.9729	 8.3e+31	 7.2e+34	 1919.98
364588501	1434.6270	 3.6e+31	 5.3e+34	 2399.97
364588501	1444.4325	 8.6e+31	 1.0e+35	 3239.97
364588501	1449.5546	 9.5e+31	 5.8e+34	 1439.98
364588501	1457.9157	 1.7e+32	 2.7e+35	 3599.98
364588501	1458.0698	 1.8e+32	 2.1e+35	 3119.98
364588501	1458.9754	 5.0e+31	 4.9e+34	 1919.99
364588501	1459.2907	 1.7e+32	 2.2e+35	 3479.98
364588501	1461.2045	 7.1e+31	 3.6e+34	 1319.99
364588501	1461.4268	 1.2e+32	 1.7e+35	 3119.98
364588501	1463.5101	 7.8e+31	 4.7e+34	 1199.99
364588501	1463.8504	 4.3e+31	 3.8e+34	 1559.99
364588501	1464.1392	 1.2e+32	 4.0e+34	  839.99
364588501	1452.5268	 4.7e+31	 4.7e+34	 1679.99
364588501	1453.3074	 5.7e+31	 6.7e+34	 2159.98
364588501	1453.8115	 4.9e+31	 4.1e+34	 1799.99
364588501	1454.3879	 4.9e+31	 8.1e+34	 2639.98
364588501	1455.0671	 6.7e+31	 7.5e+34	 2159.99
364588501	1455.7962	 1.6e+32	 1.8e+35	 3119.98
364588501	1456.8226	 2.2e+32	 2.8e+35	 3239.98
364588501	1457.6560	 4.4e+31	 7.1e+34	 2759.98
364588501	1460.6476	 6.7e+31	 2.4e+35	 7919.95
364588501	1469.8239	 1.0e+32	 8.6e+34	 2399.99
364588501	1469.9212	 7.2e+31	 4.2e+34	 1080.00
364588501	1479.7017	 5.6e+31	 1.3e+35	 4560.00
364588501	1472.2712	 3.8e+32	 5.1e+35	 4199.99
364588501	1473.0156	 8.9e+31	 5.6e+34	 1200.00
364588501	1475.8670	 1.6e+32	 1.2e+35	 1919.99
364588501	1476.5559	 4.2e+31	 3.6e+34	 1559.99
364588501	1478.4142	 1.2e+32	 7.8e+34	 1440.00
364588501	1479.2059	 4.2e+31	 1.2e+35	 3960.00
364588501	1492.2406	 1.3e+32	 2.4e+35	 3360.01
364588501	1509.8962	 2.3e+32	 3.4e+35	 3600.03
364588501	1495.1434	 5.7e+31	 1.2e+35	 3720.02
364588501	1498.2170	 5.4e+31	 6.3e+34	 2160.01
364588501	1512.0115	 7.6e+31	 6.4e+34	 1680.01
364588501	1539.3785	 1.2e+32	 1.9e+35	 3600.05
364588501	1546.5105	 6.9e+31	 1.8e+35	 5400.09
364588501	1571.2179	 2.7e+32	 3.1e+35	 3360.06
364588501	1588.0668	 5.8e+31	 1.4e+35	 4920.08
364588501	1618.5005	 1.2e+32	 3.0e+35	 4560.05
